fecha;hidro;termo;ernc;total,,,,
22/12/2021;50897,51077;115576,2021;63700,25638;230173,9692
23/12/2021;53415,5494;117341,4341;58219,36081;228976,3443
24/12/2021;48953,95483;112639,089;75440,05796;237033,1018
25/12/2021;48328,51419;95276,5906;71822,34058;215427,4454
26/12/2021;48707,93139;91406,91136;70285,90815;210400,7509
27/12/2021;50433,19622;112332,9039;71703,96193;234470,62
28/12/2021;54964,868;110020,9956;63678,80877;228664,6724
29/12/2021;57477,8134;110167,9801;61813,19428;229458,9878
30/12/2021;51212,43791;105031,8558;75487,84827;231732,142
31/12/2021;52172,32089;98218,84054;71969,37147;222360,5329
01/01/2022;46718,47638;72754,29264;73550,09487;193022,8639
02/01/2022;44285,78412;76491,67008;80813,94438;201591,3986
03/01/2022;48417,97459;97251,24206;82038,44894;227707,6656
04/01/2022;40729,38803;108935,6413;80788,10576;230453,1351
05/01/2022;46997,90005;102251,2062;80326,98416;229576,904
06/01/2022;49909,23675;100383,3262;80235,50493;230528,679
07/01/2022;49976,18396;103589,4475;77324,4813;230890,1128
08/01/2022;55526,6569;97413,25304;62035,44426;214975,3542
09/01/2022;48729,40193;97841,7194;55144,15566;201715,277
10/01/2022;56248,68699;115900,5864;55892,79821;228042,716
11/01/2022;50074,33296;122969,2373;59159,80708;232203,3774
12/01/2022;50440,64598;120501,4333;60511,04068;231453,1199
13/01/2022;49034,46618;110079,4748;67774,27959;226888,2206
14/01/2022;50712,72082;111919,7817;68556,70482;231189,2074
15/01/2022;48916,98341;101236,5865;65215,42769;215368,9976
16/01/2022;44982,22483;78897,46031;71721,77886;195601,464
17/01/2022;47740,3586;90535,15919;79015,32309;217290,8409
18/01/2022;45518,9157;100672,2047;78625,67673;224816,7972
19/01/2022;45836,71285;108737,766;72760,13071;227334,6096
20/01/2022;46544,63355;99878,19689;78513,04572;224935,8762
21/01/2022;40245,77933;106004,8343;76581,90538;222832,519
22/01/2022;43660,4799;85336,42166;81334,56258;210331,4641
23/01/2022;39660,39537;81466,07665;76190,3507;197316,8227
24/01/2022;44408,83815;99306,00752;77931,80277;221646,6484
25/01/2022;48374,27115;106671,1211;70877,41412;225922,8063
26/01/2022;50453,31459;107022,9794;69223,99865;226700,2926
27/01/2022;46815,47389;115568,5573;67589,64836;229973,6795
28/01/2022;44783,43763;112688,2963;67921,36222;225393,962
29/01/2022;45917,58195;104358,5696;64256,1145;214532,266
30/01/2022;39327,13897;92685,51589;69796,28355;201808,9384
31/01/2022;43502,06779;107486,1172;74807,19566;225795,3806
01/02/2022;47175,62825;116500,0918;66643,21818;230318,9382
02/02/2022;51694,23746;110841,618;65835,7138;228371,5693
03/02/2022;48703,08866;97906,4146;69772,72684;216382,2301
04/02/2022;45040,38733;95304,2862;78417,8046;218762,4781
05/02/2022;41136,06198;93239,46066;80219,88346;214595,4061
06/02/2022;42408,92198;89972,74573;70503,96972;202885,6374
07/02/2022;43149,7663;107196,4416;73325,66335;223671,8713
08/02/2022;44667,51122;102915,8409;78180,71847;225764,706
09/02/2022;45343,15887;105363,1959;74393,16785;225099,5227
10/02/2022;45606,35185;104881,2802;74296,95751;224784,5895
11/02/2022;44020,42282;106404,4048;76029,51636;226454,344
12/02/2022;44526,13535;103294,9547;66260,29559;214081,3857
13/02/2022;42215,21752;102239,9056;56724,54377;201179,6669
14/02/2022;44934,79837;115472,0056;63997,72309;224404,527
15/02/2022;46304,11064;109373,6257;70977,15056;226654,8869
16/02/2022;41726,26953;98996,59675;84227,54587;224950,4122
17/02/2022;43332,58201;106935,976;77261,44689;227530,49
18/02/2022;41576,42397;106832,9672;77031,15473;225440,5459
19/02/2022;39189,89682;100439,9733;73715,84767;213345,7178
20/02/2022;36990,05906;91037,82663;72665,83768;200693,7234
21/02/2022;40590,44178;107265,3864;75157,12845;223012,9567
22/02/2022;40523,29139;122807,1539;64634,87424;227965,3196
23/02/2022;37874,98377;126147,7414;66229,57606;230252,3012
24/02/2022;36908,54807;112235,0031;80967,82495;230111,3762
25/02/2022;37369,55366;113748,1549;79143,09855;230260,8071
26/02/2022;37494,35469;98198,00566;82286,0512;217978,4116
27/02/2022;33926,69568;93684,0563;79612,00352;207222,7555
28/02/2022;34103,50281;104972,1188;89977,81996;229053,4416
01/03/2022;39039,25486;114688,1488;77337,19477;231064,5984
02/03/2022;39567,79964;119311,6817;72900,44551;231779,9269
03/03/2022;38778,42326;129531,3812;63478,83358;231788,638
04/03/2022;37916,4983;122810,984;71930,04924;232657,5316
05/03/2022;32825,98687;108266,5523;77623,04428;218715,5835
06/03/2022;30235,30071;102728,0143;71859,9152;204823,2302
07/03/2022;34925,57452;124639,6859;74011,49208;233576,7525
08/03/2022;36051,49642;128273,0219;75536,08806;239860,6064
09/03/2022;28675,68093;120105,4484;88547,51854;237328,6479
10/03/2022;29013,63947;116797,5559;87333,73709;233144,9325
11/03/2022;31823,22383;127058,9125;76092,20428;234974,3406
12/03/2022;35646,73629;113446,5016;71470,97233;220564,2102
13/03/2022;28202,36218;103922,3244;74748,28875;206872,9753
14/03/2022;30414,3033;118200,2033;79042,03199;227656,5386
15/03/2022;33449,64015;136608,7628;63132,65986;233191,628
16/03/2022;33965,97145;140486,4971;59444,17099;233896,6395
17/03/2022;33558,81502;131463,3448;71073,17292;236095,3327
18/03/2022;32952,52783;119832,3342;81163,8865;233948,7485
19/03/2022;32733,68643;126316,3686;63562,02007;222612,751
20/03/2022;29488,54398;113721,6856;62612,40913;205822,6387
21/03/2022;31653,65543;125813,6468;71696,70402;229164,62
22/03/2022;26085,38939;131684,2346;76130,05983;233899,6838
23/03/2022;25671,80188;127816,0445;81293,75659;234781,603
24/03/2022;25747,33124;125342,9579;84092,81625;235183,1054
25/03/2022;26132,13484;136677,3771;70395,83083;233205,3428
26/03/2022;30768,80919;129257,6591;61015,53788;221042,62
27/03/2022;24798,57848;114004,8369;67810,55913;206613,9745
28/03/2022;28929,61059;125207,031;73956,9906;228093,6322
29/03/2022;26758,94703;122228,3763;81221,41399;230208,7373
30/03/2022;26357,1801;119589,9222;84487,04682;230434,1491
31/03/2022;25903,23656;123590,4215;84017,87482;233511,5328
01/04/2022;25470,94395;128948,8227;78886,11699;233305,8836
02/04/2022;21429,28766;140017,3696;71219,19335;232665,8506
03/04/2022;22169,18084;110811,9328;75015,55038;207996,6641
04/04/2022;26309,99712;116519,5953;84983,42356;227813,16
05/04/2022;29149,48696;131011,0545;70098,40123;230258,9427
06/04/2022;30060,05342;128221,4349;69080,00867;227361,497
07/04/2022;26392,1216;123936,5204;76393,10227;226721,7443
08/04/2022;28996,26172;122025,8368;69787,55425;220809,6527
09/04/2022;29424,80993;112276,5583;72074,62021;213775,9884
10/04/2022;24017,16695;106112,7804;70610,53594;200740,4833
11/04/2022;23896,40906;116809,7277;77755,73416;218461,8709
12/04/2022;23846,15848;124578,9087;72629,3029;221054,3701
13/04/2022;22736,81955;119924,2125;78785,46908;221446,5011
14/04/2022;34619,33026;134211,2254;48936,82586;217767,3816
15/04/2022;21435,92195;124010,7688;52451,44492;197898,1357
16/04/2022;29779,32816;107942,3665;60143,64483;197865,3395
17/04/2022;29169,11435;119792,168;49131,22444;198092,5068
18/04/2022;24829,8364;133747,7795;59366,51858;217944,1345
19/04/2022;23635,76198;140369,3282;56476,50902;220481,5992
20/04/2022;23746,19156;145573,2392;55924,8328;225244,2635
21/04/2022;24031,35991;118895,1631;74336,4779;217263,1
22/04/2022;22969,74342;140356,2491;62858,28542;226184,278
23/04/2022;20945,38646;129603,6437;63571,47404;214120,5042
24/04/2022;25311,36942;109112,0853;69200,83357;203624,2883
25/04/2022;24667,31517;127138,9257;70375,29337;222181,5343
26/04/2022;31429,99333;130883,5141;63784,70408;226098,2115
27/04/2022;33262,92345;113708,1018;78065,55862;225036,5839
28/04/2022;35992,62762;110322,8871;80484,30502;226799,8197
29/04/2022;38978,73815;118016,6048;68797,85865;225793,2016
30/04/2022;30851,98632;110102,0761;75635,79608;216589,8585
01/05/2022;29489,25744;100390,5954;76525,54735;206405,4002
02/05/2022;32379,57905;110366,0169;81403,09533;224148,6912
03/05/2022;30900,75955;126076,6694;72953,37235;229930,8013
04/05/2022;31113,31434;128409,8655;68904,53706;228427,7169
05/05/2022;35533,67905;135061,4408;56399,9144;226995,343
06/05/2022;32055,50958;132051,3814;62268,90037;226375,7913
07/05/2022;33609,45828;128666,9209;55306,83163;217583,2108
08/05/2022;30859,76988;122054,8032;51279,45261;204194,256
09/05/2022;27192,42973;127853,2268;66753,4994;221799,1559
10/05/2022;24895,79855;130858,5277;68087,20783;223841,534
11/05/2022;30496,65842;144594,1791;50405,11335;225495,9509
12/05/2022;33012,39449;134651,6998;58925,20984;226589,3041
13/05/2022;26633,72195;130282,9482;70869,28699;227785,9572
14/05/2022;22992,44586;120897,1284;69362,6756;213252,2499
15/05/2022;24501,41254;122705,7353;58387,29468;205594,4425
16/05/2022;26292,41781;146290,963;53638,85205;226222,2329
17/05/2022;26673,80538;148926,3932;54986,71998;230586,9186
18/05/2022;31103,87315;149702,4728;51612,83213;232419,178
19/05/2022;33195,92329;135821,5555;63824,13837;232841,6172
20/05/2022;31870,3062;129706,7969;71101,2261;232678,3292
21/05/2022;35836,96269;111295,311;68504,69645;215636,9702
22/05/2022;40307,46497;103591,3626;68311,21974;212210,473
23/05/2022;40986,60209;115159,9766;73724,80091;229871,3796
24/05/2022;35870,18119;128149,1177;69004,79808;233024,97
25/05/2022;38998,03517;117200,4663;78572,29181;234770,7932
26/05/2022;38820,60173;122070,7502;72634,2062;233525,5581
27/05/2022;34888,19506;120831,2448;75808,28047;231527,7204
28/05/2022;41483,16628;104334,7099;75020,20155;220838,777
29/05/2022;37251,59213;102172,0319;73374,56323;212798,1872
30/05/2022;42187,01615;118056,1999;70640,68922;230883,9053
31/05/2022;46376,91036;132326,7778;58459,46269;237163,1508
01/06/2022;53634,32411;142965,7908;50291,16067;246891,2756
02/06/2022;45080,62554;147393,6777;56495,92971;248970,233
03/06/2022;44955,67636;139311,6357;61688,34275;245955,6548
04/06/2022;44231,22499;128199,1452;60003,11025;232433,4805
05/06/2022;41729,28551;118999,1377;59553,04681;220281,4701
06/06/2022;47916,16021;126642,1519;69784,86768;244343,1797
07/06/2022;47155,33546;125279,3968;73027,4235;245462,1557
08/06/2022;46221,53739;129290,4411;64022,81442;239534,7929
09/06/2022;39780,33358;123984,2692;70509,65037;234274,2531
10/06/2022;42865,64718;128041,0203;64233,4935;235140,1609
11/06/2022;47150,11031;126404,0784;52018,00722;225572,1959
12/06/2022;37881,23123;120278,5625;56334,62787;214494,4216
13/06/2022;44764,17924;135256,4585;55223,31109;235243,9488
14/06/2022;48125,92218;134915,143;51946,91739;234987,9826
15/06/2022;46609,69941;140974,1909;51550,55151;239134,4419
16/06/2022;42912,8784;134092,6559;61764,57898;238770,1133
17/06/2022;41588,48686;130646,3606;65577,36279;237812,2102
18/06/2022;40994,72115;123634,2601;60489,73739;225118,7187
19/06/2022;42874,6379;119427,1542;54460,6167;216762,4088
20/06/2022;45281,93948;131853,1244;59203,2737;236338,3375
21/06/2022;40048,89879;106242,4501;68879,73676;215171,857
22/06/2022;42149,22377;116356,5806;81091,19875;239597,31
23/06/2022;41710,54847;134484,7718;67578,88252;243774,2028
24/06/2022;43924,85552;148919,316;49819,34334;242663,5149
25/06/2022;41986,96792;140908,3587;43607,663;226502,9896
26/06/2022;45697,94559;132781,5745;38125,16255;216604,6826
27/06/2022;40796,98979;126243,5651;50722,35959;217762,9145
28/06/2022;48520,62274;106558,057;84684,54535;239763,2251
29/06/2022;45883,96521;116586,0284;78370,73204;240840,7257
30/06/2022;44310,31061;126031,4829;71074,32856;241416,122
01/07/2022;48998,07425;128403,5804;66023,07146;243424,7261
02/07/2022;42510,1707;102598,5225;80448,69468;225557,3879
03/07/2022;41379,4748;98230,68753;77758,64717;217368,8095
04/07/2022;44787,99988;113952,401;81043,12393;239783,5248
05/07/2022;38230,52126;117524,3047;85983,44473;241738,2707
06/07/2022;37919,66293;126270,1126;80716,49876;244906,2743
07/07/2022;44300,55603;130241,7844;67204,46649;241746,807
08/07/2022;52799,65081;124466,3059;63405,59018;240671,5469
09/07/2022;36185,26703;116631,2158;76537,12884;229353,6117
10/07/2022;42662,86676;121714,7899;60156,9128;224534,5695
11/07/2022;39049,37907;140547,9307;61817,35391;241414,6637
12/07/2022;45732,40057;116494,0261;76923,91949;239150,3462
13/07/2022;49517,04678;125340,1631;66775,55269;241632,7625
14/07/2022;50989,90545;122346,7876;72567,61654;245904,3096
15/07/2022;59101,51957;131478,9035;53592,83763;244173,2606
16/07/2022;62578,76742;102386,2661;57689,94394;222654,9775
17/07/2022;54269,35835;100593,2286;66702,16624;221564,7532
18/07/2022;64432,10676;111257,5916;60083,82121;235773,5195
19/07/2022;59957,90192;120331,9209;57068,76679;237358,5896
20/07/2022;59391,84227;123087,3922;53991,94151;236471,176
21/07/2022;60477,9616;120963,9799;54163,36506;235605,3066
22/07/2022;61801,21481;113626,0816;60536,3235;235963,6199
23/07/2022;61144,8974;103850,0085;58482,92947;223477,8354
24/07/2022;59254,27381;101039,3219;53709,7402;214003,3359
25/07/2022;60647,93564;101692,4787;71086,59916;233427,135
26/07/2022;60460,16935;102534,1708;71675,77024;234670,1104
27/07/2022;60864,08496;106170,4981;71297,52556;238332,1087
28/07/2022;67951,52075;85361,97848;83040,08308;236353,5823
29/07/2022;70987,34496;93793,81141;71334,48963;236115,646
30/07/2022;75494,65361;90412,45995;57542,19816;223449,3117
31/07/2022;66571,51395;80423,72875;67035,03479;214030,2775
01/08/2022;75131,27394;91865,30448;67640,28691;234636,8653
02/08/2022;65728,55798;99641,04595;70864,3048;236233,9087
03/08/2022;75915,00035;103833,9514;56879,67379;236628,6255
04/08/2022;72720,83395;95211,60193;69552,84374;237485,2796
05/08/2022;72048,95381;97535,06536;66888,94532;236472,9645
06/08/2022;75820,75709;95648,97353;53544,22543;225013,9561
07/08/2022;59633,14389;94346,43355;62992,0254;216971,6028
08/08/2022;64040,3083;94132,84901;76133,66988;234306,8272
09/08/2022;69387,10012;104848,4913;58880,69654;233116,288
10/08/2022;70038,37685;101154,6227;62468,31907;233661,3186
11/08/2022;62791,18105;100474,015;69507,2381;232772,4342
12/08/2022;51667,8226;95529,69543;84590,35944;231787,8775
13/08/2022;48088,04467;87023,45252;88695,10524;223806,6024
14/08/2022;52280,76018;91555,03715;73317,25149;217153,488
15/08/2022;46138,99534;85785,69627;84683,8403;216608,5319
16/08/2022;54637,78976;86294,23131;91899,78199;232831,8031
17/08/2022;56849,89406;91161,89402;86275,67978;234287,4679
18/08/2022;60426,56247;87701,6119;87136,19252;235264,3669
19/08/2022;55849,07906;92273,64491;87023,4034;235146,1274
20/08/2022;50014,84929;89536,57444;78132,51944;217683,9432
21/08/2022;50963,7497;90056,51682;72723,70583;213743,9724
22/08/2022;66627,64879;99839,75241;66808,99249;233276,3937
23/08/2022;67018,24922;96141,41435;73430,05032;236589,7139
24/08/2022;64247,77051;95467,12346;76838,88411;236553,7781
25/08/2022;61703,598;90826,52912;81024,07218;233554,1993
26/08/2022;73692,92681;87877,21977;71720,04134;233290,1879
27/08/2022;59151,92403;86527,91811;70565,82134;216245,6635
28/08/2022;65226,29309;85474,63425;53670,52927;204371,4566
29/08/2022;71808,44609;90662,92646;60921,20291;223392,5755
30/08/2022;71897,81488;89580,37226;64032,13131;225510,3185
31/08/2022;72466,5494;87823,50119;69122,14299;229412,1936
01/09/2022;64334,37143;81992,29921;84377,07944;230703,7501
02/09/2022;55621,24102;85144,56239;87953,16088;228718,9643
03/09/2022;46320,38116;79148,80264;84402,65306;209871,8368
04/09/2022;43791,04538;80893,36324;76456,60599;201141,146
05/09/2022;57051,43265;91649,0144;71271,66495;219972,112
06/09/2022;54361,41925;100141,2134;71720,96484;226223,5975
07/09/2022;51083,60628;103412,0689;76959,93029;231455,6055
08/09/2022;62511,99693;86680,0412;82928,99288;232121,31
09/09/2022;52867,69488;93909,49073;75774,72385;222551,9095
10/09/2022;54779,71641;83379,07987;70388,30436;208547,1006
11/09/2022;56327,86365;78221,92791;66384,86284;200934,6544
12/09/2022;59852,68607;87027,30952;73457,50032;220337,4959
13/09/2022;67484,53874;80621,6762;74588,2788;222694,4937
14/09/2022;54779,33433;78788,51066;88431,40119;221999,2462
15/09/2022;64470,48895;78154,62032;76716,13667;219341,2459
16/09/2022;53785,66278;76260,92428;69008,4785;199055,656
17/09/2022;57570,23889;73405,77835;73605,65535;204581,6726
18/09/2022;59573,25042;69749,58195;77841,98939;207164,8218
19/09/2022;54811,3017;65633,67277;86684,35507;207129,3295
20/09/2022;64074,48724;75321,99489;85314,34765;224710,8298
21/09/2022;63447,39787;70216,60312;94119,13701;227783,138
22/09/2022;54853,47092;81077,4448;90875,31845;226806,2342
23/09/2022;70579,41392;90806,81662;70085,40877;231471,6393
24/09/2022;66565,67069;76495,49737;80783,49133;223844,6594
25/09/2022;59259,89826;70701,99409;80314,20878;210276,1011
26/09/2022;64244,39417;72346,77701;92250,64268;228841,8139
27/09/2022;59956,6575;81848,09372;89580,87435;231385,6256
28/09/2022;66865,63037;87739,12749;74653,68976;229258,4476
29/09/2022;68071,29487;89371,21871;71226,32594;228668,8395
30/09/2022;66315,48929;84776,26354;76353,99481;227445,7476
01/10/2022;60786,37265;85876,6265;69291,84641;215954,8456
02/10/2022;63091,82131;74326,18526;64391,32906;201809,3356
03/10/2022;69766,2162;79661,93932;77134,14382;226562,2993
04/10/2022;77591,15338;78580,29401;76379,08319;232550,5306
05/10/2022;71582,88306;76486,14625;82079,12507;230148,1544
06/10/2022;65149,25763;67308,36727;95816,8704;228274,4953
07/10/2022;64439,38934;66173,58234;94030,51169;224643,4834
08/10/2022;64776,85961;50186,18832;94611,30908;209574,357
09/10/2022;59210,77162;54708,53121;84046,29276;197965,5956
10/10/2022;58988,19357;59321,09456;79828,27993;198137,5681
11/10/2022;66697,10656;61782,85562;93430,86192;221910,8241
12/10/2022;66777,34487;60089,25515;98848,89314;225715,4932
13/10/2022;65397,04215;62108,15399;100001,4109;227506,607
14/10/2022;65162,45713;63283,3646;98875,22649;227321,482
15/10/2022;64645,32532;60015,70668;86701,25737;211362,2894
16/10/2022;63475,81169;59432,6626;77835,8026;200744,2769
17/10/2022;74232,9188;65709,93746;85073,84938;225016,7056
18/10/2022;72280,51764;72475,2857;83920,55669;228676,36
19/10/2022;75695,77178;71175,19511;81858,96747;228729,9344
20/10/2022;74890,91152;63770,5745;85598,60142;224260,874
21/10/2022;72511,15977;63027,30496;88795,90204;224334,3668
22/10/2022;77884,56105;61270,64593;72406,20867;211561,4157
23/10/2022;80413,88196;58318,39316;61490,20392;200222,479
24/10/2022;80998,85246;62416,36145;77531,33824;220946,5521
25/10/2022;85638,09369;66863,31427;71611,10894;224112,5169
26/10/2022;77720,78026;63381,02491;82207,621;223309,4262
27/10/2022;78676,58644;63290,52306;81248,16906;223215,2786
28/10/2022;80652,99068;61165,53622;81336,78026;223155,3072
29/10/2022;78729,35284;58277,84929;75235,99832;212243,2004
30/10/2022;75387,20612;62400,23957;64772,12084;202559,5665
31/10/2022;80826,97367;59955,9448;61697,80258;202480,7211
01/11/2022;76972,95757;60594,39637;65725,5055;203292,8594
02/11/2022;81629,01901;76189,65597;64827,2678;222645,9428
03/11/2022;82014,11643;82000,47493;60893,06522;224907,6566
04/11/2022;81103,8501;70829,20535;73590,45382;225523,5093
05/11/2022;77538,86814;61481,88141;73386,89849;212407,648
06/11/2022;77454,07308;54500,80289;69345,36412;201300,2401
07/11/2022;82143,39042;63323,25538;78073,89067;223540,5365
08/11/2022;83281,61233;68941,01633;73698,30024;225920,9289
09/11/2022;82034,34946;68978,62207;76237,77578;227250,7473
10/11/2022;81483,60398;70956,5393;75152,49066;227592,6339
11/11/2022;83436,74771;74188,46649;69060,71087;226685,9251
12/11/2022;77478,76282;64535,24614;74835,04787;216849,568
13/11/2022;68636,43613;53676,24086;82588,4635;204901,1405
14/11/2022;75565,29904;57909,47438;91444,71128;224919,4847
15/11/2022;72304,59833;74326,44276;81734,20082;228365,2419
16/11/2022;73972,34627;69545,88575;85177,29558;228695,5276
17/11/2022;73192,22449;65505,98278;92278,7892;230976,9965
18/11/2022;74531,71491;58798,01224;97325,18784;230654,915
19/11/2022;68816,00783;49408,87462;98593,21173;216818,942
20/11/2022;63827,76286;49439,01982;92419,88896;205686,6716
21/11/2022;68717,78573;60221,17799;99528,65503;228467,6187
22/11/2022;73725,34771;69016,27693;92600,85916;235342,4838
23/11/2022;75895,50351;66272,40747;89651,02451;231818,9355
24/11/2022;74704,31778;67835,78885;90209,50456;232749,6112
25/11/2022;73975,18353;66287,13523;91145,38274;231407,7015
26/11/2022;69425,52332;62071,10203;87783,70576;219280,3311
27/11/2022;71913,6321;57198,3266;73980,4179;203092,3766
28/11/2022;80507,21938;63059,64643;84163,63812;227730,5039
29/11/2022;77121,28232;66452,8623;89700,76465;233274,9093
30/11/2022;71928,02217;64469,04087;96048,55795;232445,621
01/12/2022;78077,54447;61797,66976;93224,06549;233099,2797
02/12/2022;77390,74509;66756,77089;88905,54588;233053,619
03/12/2022;80882,29934;57678,57586;82903,29729;221464,1725
04/12/2022;76106,47148;56343,51535;74167,96951;206617,9563
05/12/2022;72790,71406;65961,17371;91651,33849;230403,2263
06/12/2022;80137,19682;68003,62979;85713,00734;233853,8339
07/12/2022;72931,0562;71663,92653;95237,62202;239832,6047
08/12/2022;67476,31261;62350,55222;81572,22432;211399,891
09/12/2022;83516,9503;69587,0308;84263,94624;237367,9273
10/12/2022;74698,89509;58845,95383;88598,09575;222142,9447
11/12/2022;71336,58816;63943,90143;79472,33165;214752,8212
12/12/2022;78417,98704;71731,12682;86262,41041;236411,5243
13/12/2022;72034,70758;77227,86066;87993,79245;237256,3607
14/12/2022;66688,01252;81715,45778;91728,13947;240131,6098
15/12/2022;62847,23022;79065,7072;100394,2489;242307,1863
16/12/2022;59464,19469;81800,75432;96033,79673;237298,7457
17/12/2022;60660,43775;74306,21453;91043,92083;226010,5731
18/12/2022;60594,29963;67254,39635;85291,76817;213140,4641
19/12/2022;60475,49815;89503,67317;85208,85245;235188,238
20/12/2022;59037,14326;91791,75186;89669,28991;240498,185
21/12/2022;58021,68712;88390,96919;95184,17799;241596,8343
22/12/2022;54601,40026;81229,58809;104177,6423;240008,6306
23/12/2022;48278,30202;81026,73887;112156,3237;241461,3646
24/12/2022;45762,89582;81230,75377;97975,00534;224968,6549
25/12/2022;48565,03133;75540,96467;83955,98788;208061,9839
26/12/2022;53028,32227;94778,19299;87682,895;235489,4103
27/12/2022;46812,93721;97862,29958;94097,79453;238773,313
28/12/2022;49730,8781;95890,09379;95870,71619;241491,6881
29/12/2022;52445,4129;95376,96066;95925,00699;243747,3805
30/12/2022;54461,53617;90050,82521;96716,65028;241229,117
31/12/2022;48779,60568;88729,4536;83613,05862;221122,1179
01/01/2023;45352,66833;77991,9889;75812,55113;199157,2084
02/01/2023;44039,58695;71878,47335;91465,32593;207383,3862
03/01/2023;44115,23703;83709,54037;105238,8188;233063,5962
04/01/2023;40658,97228;109857,2146;92244,00779;242760,1947
05/01/2023;54886,48273;104354,3965;81525,83754;240766,7168
06/01/2023;53238,49958;103861,1417;79576,1804;236675,8217
07/01/2023;49954,01362;91587,45725;81174,27315;222715,744
08/01/2023;45511,0296;81143,65686;81299,22955;207953,916
09/01/2023;51270,32338;96186,42101;84337,58531;231794,3297
10/01/2023;45641,36138;97822,53898;92020,10428;235484,46
11/01/2023;43973,27202;91193,99571;100498,1393;235665,407
12/01/2023;43195,62658;90132,77537;102641,3466;235969,7485
13/01/2023;46976,51422;87690,71133;99064,72544;233731,951
14/01/2023;43724,20068;73337,32176;104267,028;221328,5504
15/01/2023;40281,39539;68385,83188;99986,6098;208653,8371
16/01/2023;44121,305;91138,72057;96110,93886;231370,9644
17/01/2023;45265,8235;99548,48322;90954,76254;235769,693
18/01/2023;39674,55022;104555,6984;91613,83593;235844,845
19/01/2023;45153,33065;101340,214;87244,68996;233738,2346
20/01/2023;45564,84433;95694,60218;92957,63624;234217,827
21/01/2023;46056,66603;79456,18538;95059,26299;220572,1144
22/01/2023;44313,96553;75264,72255;88073,46854;207652,1566
23/01/2023;49292,89183;91961,9961;89182,51921;230437,4071
24/01/2023;47548,36295;91288,79392;96746,22665;235583,3835
25/01/2023;49508,09133;82301,90841;103754,3112;235564,311
26/01/2023;46730,82039;81997,15205;106361,145;235089,1174
27/01/2023;47986,72578;79737,55162;104174,4803;231898,7577
28/01/2023;48284,46056;76039,89956;97022,8965;221347,2566
29/01/2023;42699,10485;71941,42507;91673,63123;206314,1611
30/01/2023;47432,85612;79808,92716;103542,6822;230784,4655
31/01/2023;47406,40815;86494,40435;97703,29867;231604,1112
01/02/2023;45451,41876;89994,97193;97523,51703;232969,9077
02/02/2023;45160,79128;87243,69248;101535,0231;233939,5068
03/02/2023;43547,44487;88830,24724;99480,00532;231857,6974
04/02/2023;51055,48632;83777,41228;84669,83553;219502,7341
05/02/2023;49150,8521;79695,73174;78090,13016;206936,714
06/02/2023;49690,07596;86151,70894;97290,31231;233132,972
07/02/2023;53092,96303;90823,93765;90446,62007;234363,5208
08/02/2023;52332,62985;100450,435;82795,66121;235578,7261
09/02/2023;50433,74055;105151,185;81841,72004;237426,6456
10/02/2023;49674,79255;105764,0663;81434,86641;236873,7253
11/02/2023;47683,83121;92595,83299;82585,68899;222865,3532
12/02/2023;42996,44738;88670,73756;76190,72333;207857,9083
13/02/2023;42539,27341;100981,4304;89678,2522;233198,956
14/02/2023;44549,3388;101949,9548;91832,01619;238331,3098
15/02/2023;42005,73927;105994,8486;91036,88762;239037,4755
16/02/2023;45994,82355;91323,61943;99128,31977;236446,7628
17/02/2023;45341,13013;97665,53429;94472,37867;237479,431
18/02/2023;44085,42146;92053,88696;84336,84996;220476,1584
19/02/2023;40912,03352;79071,52981;87803,60278;207787,1661
20/02/2023;42059,06717;92906,47551;99085,21074;234050,7534
21/02/2023;41831,75933;104084,1366;92513,09426;238428,9901
22/02/2023;43568,47779;100626,8141;91144,83132;235340,1232
23/02/2023;44091,04219;104454,2229;93849,5888;242394,8539
24/02/2023;43118,21603;107777,8676;91317,88265;242213,9663
25/02/2023;40873,90374;88400,19303;93781,36739;223055,4642
26/02/2023;39557,33201;86374,82041;86622,77907;212554,9315
27/02/2023;43569,3347;101126,7147;93328,51091;238024,5604
28/02/2023;41416,78516;111380,3346;90140,94936;242938,691
01/03/2023;37416,50649;103224,326;98877,29406;239518,1265
02/03/2023;41782,79363;99896,11075;98124,62169;239803,5261
03/03/2023;40328,44015;103503,9733;91844,18247;235676,5959
04/03/2023;39071,41077;93739,22807;88380,91621;221191,555
05/03/2023;36963,27056;91026,26306;81745,5105;209735,441
06/03/2023;39802,28511;110368,7864;84623,26407;234794,3356
07/03/2023;40878,67308;122267,0893;75843,83669;238989,5991
08/03/2023;37818,41282;115194,4109;86033,98759;239046,8113
09/03/2023;36398,10127;120250,9851;84984,86515;241633,9515
10/03/2023;37224,74669;115437,6735;82803,46473;235465,8849
11/03/2023;40758,84805;103167,2474;79259,6615;223185,757
12/03/2023;35952,23587;95155,57075;78000,26569;209108,723
13/03/2023;36965,46975;109183,3386;87242,68455;233391,4929
14/03/2023;36621,40224;116251,8682;84362,84017;237236,1107
15/03/2023;37023,22167;119600,1552;81730,84747;238354,2244
16/03/2023;37476,81284;114405,7056;86944,95505;238827,4735
17/03/2023;36422,39343;105996,388;92498,97007;234917,7515
18/03/2023;37415,54515;93379,51084;92262,45399;223057,51
19/03/2023;35449,03728;86308,86054;88404,26602;210162,1638
20/03/2023;37639,15222;103640,9589;89892,51439;231172,6255
