fecha;hidro;termo;ernc;total,,,,
13/05/2020;29122,05542;144180,4868;34335,05965;207637,6018
14/05/2020;33597,68797;137883,876;37182,00702;208663,571
15/05/2020;37062,36953;133998,3355;37458,60145;208519,3065
16/05/2020;38697,94061;129868,9384;29591,84982;198158,7288
17/05/2020;34788,14255;127872,2884;25987,20128;188647,6323
18/05/2020;36766,84064;141860,1233;26725,53032;205352,4943
19/05/2020;41487,68326;142588,0573;24805,67255;208881,4131
20/05/2020;34710,35213;143939,7476;27469,65318;206119,7529
21/05/2020;25136,01754;127590,0659;38435,33717;191161,4206
22/05/2020;32272,94799;134037,0538;40649,75619;206959,758
23/05/2020;36735,79874;130906,8249;33781,94623;201424,5699
24/05/2020;37518,2188;127904,9088;27886,14131;193309,2689
25/05/2020;40590,5732;138278,7188;29129,27717;207998,5692
26/05/2020;41124,09006;143336,0319;26437,70455;210897,8265
27/05/2020;38163,00143;147791,4322;25433,38069;211387,8143
28/05/2020;37611,37214;147030,388;25186,05471;209827,8148
29/05/2020;41956,96106;146623,4229;25799,38444;214379,7684
30/05/2020;35109,73581;143999,1477;23168,43021;202277,3137
31/05/2020;36126,54252;130129,9377;25935,69169;192192,1719
01/06/2020;32587,16414;144068,8906;28929,66439;205585,7191
02/06/2020;32154,55718;144861,9258;34467,74295;211484,2259
03/06/2020;28637,92761;154964,5982;28038,61585;211641,1417
04/06/2020;32740,87424;156504,7956;23573,15956;212818,8294
05/06/2020;32671,0094;148524,6354;32850,1835;214045,8283
06/06/2020;29312,7368;142777,7936;30083,78305;202174,3134
07/06/2020;27487,06076;139760,2849;25688,06485;192935,4105
08/06/2020;27479,56553;146076,1114;34103,04986;207658,7268
09/06/2020;26165,85206;149597,1833;36173,51442;211936,5498
10/06/2020;29096,44817;155694,9947;32462,98767;217254,4305
11/06/2020;39528,72034;147185,4615;29052,4532;215766,6351
12/06/2020;35539,55334;145723,2948;33226,78499;214489,6332
13/06/2020;27241,18511;142881,2768;37479,04363;207601,5055
14/06/2020;25238,75128;141072,4551;33063,52585;199374,7322
15/06/2020;28049,82707;150467,1711;39100,81067;217617,8088
16/06/2020;36401,10268;150947,6609;32143,83572;219492,5993
17/06/2020;33846,88064;145188,8601;38717,61001;217753,3507
18/06/2020;36430,39318;137934,7963;42984,70679;217349,8963
19/06/2020;39301,54136;141259,0048;37902,50129;218463,475
20/06/2020;41010,2086;127885,1339;36984,40159;205879,744
21/06/2020;36107,82754;120926,792;38431,7917;195466,4112
22/06/2020;40091,40014;142002,4373;34085,69647;216179,5339
23/06/2020;42607,54329;149930,1046;26736,84171;219274,4896
24/06/2020;45886,13117;140013,7756;33739,91638;219639,8232
25/06/2020;40470,87591;140287,832;39338,30938;220097,173
26/06/2020;44316,35232;137032,8734;34443,34986;215792,5756
27/06/2020;44756,47243;128368,2616;35487,4915;208612,2256
28/06/2020;43183,93088;126645,1909;27215,71888;197044,8407
29/06/2020;40806,99637;122383,7923;34647,89055;197838,6792
30/06/2020;46590,12439;136717,9721;38280,81309;221588,9096
01/07/2020;41523,38647;126365,8387;44335,10132;212224,3265
02/07/2020;43301,74519;127024,961;43843,79947;214170,5057
03/07/2020;44101,13233;128278,6984;43092,98305;215472,8138
04/07/2020;48379,08379;129408,1202;27155,12863;204942,3326
05/07/2020;40432,04196;116539,2865;36654,34024;193625,6687
06/07/2020;45049,13365;138156,9711;29225,93912;212432,439
07/07/2020;49280,53686;138080,4911;27127,68027;214488,7082
08/07/2020;47297,39627;131954,508;34638,9122;213890,8165
09/07/2020;45646,25922;119016,3318;45349,14988;210011,7409
10/07/2020;51275,26002;122706,8536;38833,17568;212815,2893
11/07/2020;45633,50048;118593,4782;39073,30898;203300,2877
12/07/2020;43123,35701;108995,3293;39756,43939;191875,1257
13/07/2020;52287,61199;125333,3997;36909,82494;214530,8366
14/07/2020;51735,40954;132850,9292;29078,74842;213665,872
15/07/2020;51299,97038;132967,7492;28641,07376;212908,7934
16/07/2020;46366,6731;115557,6339;29045,63035;190969,9374
17/07/2020;54353,77463;122839,9418;31541,7141;208735,4305
18/07/2020;61313,08573;109453,2801;31929,14458;202695,5104
19/07/2020;57106,39937;105553,8774;29237,91626;191898,193
20/07/2020;62605,20945;118881,7649;27251,17005;208738,1444
21/07/2020;63111,16377;120392,5667;29032,83138;212536,5618
22/07/2020;59659,6072;122509,5881;34579,84781;216749,431
23/07/2020;58305,45817;126652,5126;29794,66456;214752,6354
24/07/2020;58363,30992;117558,5592;35020,66458;210942,5336
25/07/2020;55812,66357;102008,4249;45481,34055;203302,429
26/07/2020;52193,22229;97076,27207;42580,8926;191850,387
27/07/2020;57836,07456;107205,7126;44934,8107;209976,5979
28/07/2020;57332,94032;109934,5848;44296,39744;211563,9226
29/07/2020;58572,72671;120170,5247;31965,04189;210708,2933
30/07/2020;57869,08401;118095,2457;36335,67049;212300,2
31/07/2020;50493,79365;123695,5753;36073,73235;210263,1013
01/08/2020;48023,60999;121086,5363;34343,9993;203454,1455
02/08/2020;43667,02256;111186,4873;37910,57146;192764,813
03/08/2020;45683,36699;118556,4105;41128,06699;205367,8444
04/08/2020;53803,21411;124969,1327;28671,25935;207443,6062
05/08/2020;53018,5708;108508,4586;42921,57435;204448,6038
06/08/2020;47972,81058;106532,7853;46991,41809;201497,14
07/08/2020;45907,5119;116442,3734;41746,36979;204096,2551
08/08/2020;45945,23963;115081,3822;32740,73654;193767,3584
09/08/2020;40582,24776;103365,5551;40001,70303;183949,5059
10/08/2020;43489,62916;109248,4089;45675,61482;198413,6529
11/08/2020;48329,72641;111515,8576;42774,13519;202619,7192
12/08/2020;50974,79782;115634,9166;39814,88651;206424,6009
13/08/2020;56726,04335;110691,4017;40917,9434;208335,3884
14/08/2020;55592,18891;110980,4077;43288,70177;209861,2984
15/08/2020;53258,07158;94127,59146;43978,12176;191363,7848
16/08/2020;50623,35209;99945,48678;37536,48533;188105,3242
17/08/2020;55393,16618;112206,4122;38153,52407;205753,1024
18/08/2020;60065,60379;113767,6772;36666,17624;210499,4573
19/08/2020;51331,9884;110556,0689;47614,18486;209502,2422
20/08/2020;47092,39317;120556,2574;41827,89429;209476,5448
21/08/2020;42492,85933;126246,8662;36070,97674;204810,7022
22/08/2020;37966,47578;120196,1468;35623,39783;193786,204
23/08/2020;33939,33368;107341,2158;47522,13048;188802,68
24/08/2020;51079,4478;109026,3985;49170,49689;209276,3432
25/08/2020;53246,72142;116090,006;46076,99124;215413,7187
26/08/2020;49216,63138;120342,7181;42020,1626;211579,5121
27/08/2020;59356,25966;113082,7777;40268,11004;212707,1474
28/08/2020;54078,73975;115740,9181;41990,73472;211810,3925
29/08/2020;42050,64182;103458,4236;51766,17168;197275,2371
30/08/2020;38735,20899;98122,39101;54286,10907;191143,7091
31/08/2020;50185,05434;124459,3462;34470,45643;209114,8569
01/09/2020;52629,72436;133014,6352;29255,09846;214899,458
02/09/2020;46299,32688;126019,8128;42536,2282;214855,3679
03/09/2020;42551,25277;121299,6659;48038,98745;211889,9061
04/09/2020;48615,79075;124273,4182;33659,85446;206549,634
05/09/2020;43244,50486;117158,9537;38633,49008;199036,9486
06/09/2020;40493,83438;99675,63386;41001,29544;181170,7637
07/09/2020;47753,36395;119210,2275;40842,86612;207806,4576
08/09/2020;49771,43068;124975,0448;38107,24576;212853,7212
09/09/2020;51512,88299;109904,7561;44477,08133;205894,7204
10/09/2020;45273,27356;111077,0818;53196,89642;209547,2518
11/09/2020;48831,17426;109461,8493;46762,66829;205055,6919
12/09/2020;41325,98727;107499,9829;47969,01404;196794,9842
13/09/2020;38870,09833;97261,95037;50609,35653;186741,4052
14/09/2020;46370,22807;115373,0261;43604,52831;205347,7825
15/09/2020;53476,61888;113952,2471;38722,68679;206151,5527
16/09/2020;53109,10034;108093,2496;44020,69031;205223,402
17/09/2020;51495,04126;106856,7734;47601,8628;205953,6775
18/09/2020;48623,08142;86581,81258;43887,21208;179092,1061
19/09/2020;48479,81054;89666,01685;43068,99055;181214,8179
20/09/2020;51220,74981;93127,65912;38530,85099;182879,2599
21/09/2020;52669,48427;112439,9996;35712,62508;200822,109
22/09/2020;53728,94822;104046,9033;46122,25442;203898,106
23/09/2020;60134,50011;102293,77;39133,78695;201562,57
24/09/2020;61090,57131;108294,5895;34918,91608;204304,769
25/09/2020;60907,46652;105873,5762;38507,45856;205288,5013
26/09/2020;54633,28514;89415,53196;51828,87791;195877,695
27/09/2020;46903,54407;86925,03191;51791,38205;185619,958
28/09/2020;56616,36586;103585,8333;42554,96963;202757,1688
29/09/2020;59897,1802;101353,0326;43777,79005;205028,29
30/09/2020;57764,87976;97079,60908;50768,38639;205612,8752
01/10/2020;58527,97604;100699,0826;49992,939;209219,9977
02/10/2020;54884,17984;96491,25001;52458,10485;203833,5347
03/10/2020;54300,97486;94189,00838;47040,08757;195530,708
04/10/2020;47198,86568;85830,92399;51243,82334;184273,613
05/10/2020;52198,54681;99358,31633;51941,1256;203497,9887
06/10/2020;58582,5559;97233,49037;49687,37838;205503,4247
07/10/2020;59840,41041;92387,83353;51896,09325;204124,3372
08/10/2020;61224,49552;87996,55747;52609,45843;201830,5114
09/10/2020;63095,25473;80572,0177;57116,00105;200783,2735
10/10/2020;64284,12835;80720,29231;49705,45964;194709,8803
11/10/2020;60884,73165;77059,16046;45553,06941;183496,9615
12/10/2020;61461,6284;76782,75073;44735,94563;182980,3248
13/10/2020;67919,24519;90407,68079;44805,62376;203132,5497
14/10/2020;69339,59031;88442,21652;47775,55384;205557,3607
15/10/2020;69243,47899;96186,06141;41908,19513;207337,7355
16/10/2020;72596,62602;93232,13782;39073,34377;204902,1076
17/10/2020;73144,0521;71841,98294;47794,15075;192780,1858
18/10/2020;67565,53034;63612,64208;50107,3525;181285,5249
19/10/2020;72399,01328;74103,47879;56629,85203;203132,3441
20/10/2020;75435,80302;69756,84624;62076,18794;207268,8372
21/10/2020;80030,53267;72779,45464;55319,10676;208129,941
22/10/2020;80206,47845;76994,09443;49755,68133;206956,2542
23/10/2020;78576,46825;80510,68999;48196,39549;207283,5537
24/10/2020;77173,80697;75374,47209;45687,13457;198235,4136
25/10/2020;71168,34859;62299,4436;53278,25919;186746,514
26/10/2020;76064,52401;73406,10148;56069,40369;205540,292
27/10/2020;80035,51626;75274,31457;50383,08348;205692,9143
28/10/2020;76083,40377;72104,23082;58330,46163;206518,962
29/10/2020;72646,40896;80353,40039;55539,60515;208539,4145
30/10/2020;78964,22509;85926,58111;43389,28721;208280,934
31/10/2020;74871,04464;83093,65223;39532,5307;197497,2276
01/11/2020;69465,15027;75910,91312;39372,16959;184748,233
02/11/2020;78105,3631;84153,56556;41895,18888;204154,1175
03/11/2020;81198,98241;87429,5066;39133,72264;207762,2117
04/11/2020;82818,20111;81636,32864;42190,02491;206644,5547
05/11/2020;78726,6121;72507,7672;54932,4266;206166,8059
06/11/2020;80829,80002;69278,16662;57394,6109;207502,5775
07/11/2020;80889,46384;65828,66306;49837,00442;196555,1313
08/11/2020;77493,1107;60678,39381;46757,42677;184928,9313
09/11/2020;78824,82319;71017,63298;53725,54575;203568,19
10/11/2020;86332,36224;77197,42509;44522,9065;208052,6938
11/11/2020;85981,61636;78041,26897;42743,25098;206766,1363
12/11/2020;87210,41907;80758,89286;44410,94147;212380,2534
14/11/2020;76433,32253;56407,58638;59298,2599;192139,1688
15/11/2020;73697,43142;55962,07435;53733,20366;183392,7094
16/11/2020;84406,46045;71022,20419;51651,61288;207080,2775
17/11/2020;83520,56314;79115,50751;43871,94459;206508,152
18/11/2020;80773,56984;84337,21157;45851,47949;210962,2609
19/11/2020;82427,72398;87621,02465;40078,08124;210126,8299
20/11/2020;77763,77773;85726,90919;45513,08411;209003,771
21/11/2020;71171,27589;67301,84084;57240,32604;195713,4428
22/11/2020;66731,00911;68712,32688;51086,89932;186530,2353
23/11/2020;73206,83903;78425,5829;55538,20981;207170,6317
24/11/2020;75457,77685;75171,62089;59084,59337;209713,9911
25/11/2020;77510,38589;68542,70988;65270,66774;211323,7635
26/11/2020;79897,17125;79808,26679;52227,01803;211932,4561
27/11/2020;81702,88348;83645,12518;46559,82622;211907,8349
28/11/2020;80455,33152;71388,10125;49700,27963;201543,7124
29/11/2020;71257,02337;58279,08875;58907,79946;188443,9116
30/11/2020;79210,3859;69486,51036;61046,05659;209742,9528
01/12/2020;84354,22635;81529,15035;50720,41532;216603,792
02/12/2020;81766,61778;79550,9542;57192,10527;218509,6772
03/12/2020;80802,6433;88246,42839;52660,07288;221709,1446
04/12/2020;78744,71301;88954,82234;52431,2352;220130,7706
05/12/2020;74932,31969;84845,17899;45245,61074;205023,1094
06/12/2020;73094,12759;72082,10641;45468,20772;190644,4417
07/12/2020;78713,61386;90408,90958;43955,80031;213078,3237
08/12/2020;63404,30844;75789,45636;49546,03915;188739,8039
09/12/2020;71332,08055;91595,52555;52654,34799;215581,9541
10/12/2020;74874,6793;85482,78726;53332,05841;213689,525
11/12/2020;80875,19668;82398,08092;51442,01104;214715,2886
12/12/2020;79682,03809;75346,72365;51126,61263;206155,3744
13/12/2020;72196,39805;65616,61503;53998,40104;191811,4141
14/12/2020;78738,78148;79876,88474;50476,85149;209092,5177
15/12/2020;72677,84179;86757,48564;58172,65846;217607,9859
16/12/2020;71827,81235;97140,42887;49258,92418;218227,1654
17/12/2020;69854,9354;98927,46396;48592,20857;217374,6079
18/12/2020;72612,79829;86933,98524;54729,65847;214276,442
19/12/2020;64706,56354;82038,16401;58803,51961;205548,2472
20/12/2020;56189,3554;79288,05114;58465,45447;193942,861
21/12/2020;61352,54558;102843,0455;53624,36622;217819,9573
22/12/2020;66358,98365;105359,4733;51089,88697;222808,3439
23/12/2020;69062,0157;106254,7335;48876,53636;224193,2856
24/12/2020;67893,60045;99300,85823;48735,23417;215929,6929
25/12/2020;58070,27264;83794,29387;47713,63563;189578,2021
26/12/2020;62735,6126;95982,76434;50427,6359;209146,128
27/12/2020;59343,33763;93687,65312;45110,62512;198141,6159
28/12/2020;66274,38441;110249,5256;46205,30386;222729,2139
29/12/2020;63193,15196;111196,6335;51588,32704;225978,1125
30/12/2020;64317,3096;103234,2666;58959,63111;226511,2073
31/12/2020;65380,51696;100107,7408;51991,73405;217479,9918
01/01/2021;56930,579;78744,13603;50003,54198;185678,257
02/01/2021;61440,22781;90783,14981;51943,80319;204167,1808
03/01/2021;58425,24416;85547,15968;54880,51434;198852,9182
04/01/2021;67912,23884;102349,3349;53094,26255;223355,8363
05/01/2021;62848,34604;108738,9162;53268,7391;224856,14
06/01/2021;63965,74604;106867,5064;51220,41331;222053,6657
07/01/2021;63758,48352;104914,6536;52979,09126;221652,2283
08/01/2021;65671,05507;103073,8405;50851,65544;219596,551
09/01/2021;59653,76569;91603,77755;52262,13015;203519,6734
10/01/2021;57545,10088;82367,42322;55799,56237;195712,865
11/01/2021;63366,78979;95948,3158;58996,19917;218311,3048
12/01/2021;61856,19515;100487,0052;59698,54369;222041,7441
13/01/2021;60070,24773;104090,9568;55560,09146;219721,296
14/01/2021;58576,03665;100038,9444;58593,86735;217208,8484
15/01/2021;59493,10542;99079,03475;56811,98818;215384,1284
16/01/2021;52554,09466;87375,77968;56986,92987;196916,8042
17/01/2021;49901,44054;83496,05208;52224,63352;185622,1261
18/01/2021;56473,71024;101555,8205;49541,45974;207570,9905
19/01/2021;60972,00334;108734,8902;48010,78116;217717,6747
21/01/2021;55683,13523;116087,5136;48314,70862;220085,3575
22/01/2021;58618,60083;116678,9093;47575,54038;222873,506
23/01/2021;52386,45064;105578,4202;45937,88721;203902,758
24/01/2021;50747,11975;99366,39084;42537,27517;192650,7858
25/01/2021;53155,63269;119794,9312;45138,97956;218089,5434
26/01/2021;52598,0373;122726,7958;48799,05891;224123,892
27/01/2021;52860,65258;113471,6537;58741,94425;225074,2506
28/01/2021;56154,77849;117641,4013;52150,90366;225947,834
29/01/2021;45333,67372;128932,2703;49058,9376;223324,8816
30/01/2021;50769,36273;114671,9297;42722,21958;208163,512
31/01/2021;41991,81286;104230,3776;50949,74442;197171,9348
01/02/2021;53367,26431;108301,385;54949,13544;216617,7848
02/02/2021;39097,03715;126211,5558;53648,31087;218956,9038
03/02/2021;34401,89822;138139,6801;49725,01389;222266,5922
04/02/2021;37472,13707;140428,4634;43142,7403;221043,3408
05/02/2021;35529,31045;131081,4491;42874,56675;209485,3263
06/02/2021;39334,02096;123452,4983;42173,05835;204959,5776
07/02/2021;36595,55156;117398,4936;41048,63278;195042,678
08/02/2021;39870,83876;129293,5767;43911,12887;213075,5444
09/02/2021;46936,65434;123477,6134;45071,6918;215485,9596
10/02/2021;43763,05492;135767,4333;39803,41281;219333,901
11/02/2021;41646,78738;133045,5339;42786,32365;217478,6449
12/02/2021;44508,56688;130500,8562;43428,64023;218438,633
13/02/2021;45359,60776;114755,3551;45879,1837;205994,1466
14/02/2021;39236,14328;102694,4811;52471,19631;194401,8207
15/02/2021;47290,745;122454,7498;44125,29198;213870,7867
16/02/2021;45641,08824;129923,8323;42492,92823;218057,8487
17/02/2021;43848,80609;128104,5598;43993,84581;215947,2117
18/02/2021;39745,97515;129030,1365;47889,16388;216665,2756
19/02/2021;39579,10121;128077,749;52038,84054;219695,6907
20/02/2021;41923,01191;121337,8432;48371,0697;211631,9248
21/02/2021;39632,3526;108952,277;51783,35173;200367,9814
22/02/2021;40034,22224;128039,5106;53168,17605;221241,9089
23/02/2021;40856,57241;128806,561;52233,3063;221896,4398
24/02/2021;41722,9362;137616,9446;45180,12126;224520,21
25/02/2021;40723,58964;143354,4654;41846,35877;225924,4138
26/02/2021;42729,26166;139601,918;45228,87619;227560,559
27/02/2021;40223,67686;121459,4902;51418,3732;213101,5402
28/02/2021;38823,27758;114005,5398;49489,87037;202318,6878
01/03/2021;39112,34929;132446,6029;48770,41658;220329,3688
02/03/2021;42980,18147;142380,5768;43273,61898;228634,3773
03/03/2021;42428,89227;139615,8668;46568,41726;228613,1763
04/03/2021;43213,14054;137737,6228;45162,74668;226113,5101
05/03/2021;42290,27721;148213,5456;39701,91526;230205,738
06/03/2021;42514,08777;134232,0287;41832,45569;218578,5721
07/03/2021;37295,41446;121065,6566;49031,10714;207392,1783
08/03/2021;41747,63717;144381,4215;44261,2462;230390,3048
09/03/2021;44008,68293;153591,167;40645,3886;238245,2386
10/03/2021;42618,62162;148453,7065;40125,4461;231197,7742
11/03/2021;40197,2314;143147,5392;56264,61206;239609,3827
12/03/2021;40936,32002;141984,6079;55590,04062;238510,9686
